,Strang_order,N,beta,periodic,T,upsilon,sigma,p_dist,gamma,mean_var_R
0,0.0,1000.0,1.0,True,100.0,0.001,1,1,0.01,0.98801489594271208
1,[0],338,3.5026325180475579,True,84.483235093267197,0.00021318374457461809,1,1,0.040272837997473249,0.97402010789058135
2,[0],4158,7.1222746355151925,True,20.171221123652256,9.3841678354115215e-05,1,1,0.0307464959535956,0.99929074818401298
3,[0],2990,0.076878814811779647,True,8.3616875698893924,0.0019621940267107105,1,1,0.046876640392304644,0.99741803747958957
4,[0],948,3.279462956587115,True,175.28033811956183,0.022542301981160473,1,1,0.0041623415977482614,0.96303425567836032
5,[0],4760,0.21293027557728197,True,6.84034388895902,0.00048450056540396021,1,1,0.11717585509949581,1.0018515783964492
6,[0],592,5.0191863057212167,True,1705.5234721619922,0.0080155627683701214,1,1,0.0037588603010692162,0.50975383749465986
7,[0],1338,0.13584596353705508,True,329.99890932311376,0.00071436595776342619,1,1,0.015649388861395493,0.95675857944722298
8,[0],2098,5.0631079129900662,True,707.10265394031751,0.010315786429981622,1,1,0.073872201069158719,0.96000483721311847
9,[0],1628,0.14389781780182148,True,1035.9016745018514,0.00027095520589879023,1,1,0.16363573299575404,0.91281845525107441
10,[0],1260,1.6793072405819991,True,752.33166839335115,0.00036234297449039987,1,1,0.0003865751436645283,0.92466236107254862
11,[0],1520,14.772529081476874,True,234.15505986159806,0.0017259661646528174,1,1,0.054254144040154849,0.9726570776230441
12,[0],540,0.29362488894911054,True,46.347699970303857,0.00095186372181560377,1,1,0.00040570368752903868,0.9927921044709096
13,[0],11004,3.8960358976166729,True,947.64314772657019,0.017209458068699921,1,1,0.00053994135265426121,0.98854054735591101
14,[0],352,0.89724593687340148,True,18.276513501596277,0.00087949392022326843,1,1,0.00332228655601019,0.99941399617470106
15,[0],1420,1.8641372918885986,True,87.766411250096994,5.2363070464569496e-05,1,1,0.021394498618949421,0.98823448833851835
16,[0],62,0.16548537864610086,True,16.613112866683231,0.00080293652715100522,1,1,0.0038972254829988252,0.95299655598297239
17,[0],1750,2.2746634087011706,True,802.80893831676167,8.1858449068049634e-05,1,1,0.016203641321208866,0.9339699254944509
18,[0],2262,0.84737086213500479,True,99.923125486967507,0.00014081171399556037,1,1,0.0094885300830190797,0.9959979548705109
19,[0],798,0.89000862291917004,True,84.399879705884103,0.0023369305914301836,1,1,1.4415076673284808,1.006324011503269
20,[0],2186,1.186903496851599,True,12.518809472809616,0.0018887972020703813,1,1,0.0018023497408727941,0.99710284157846452
21,[0],1474,0.74383336106367426,True,446.05267582964245,0.00016257162774876998,1,1,0.00045182040825584988,0.95264982273578103
22,[0],104,0.10405446871688398,True,10.070870794919539,0.0017601707573632924,1,1,0.0011283683757517963,1.0005151046867529
23,[0],252,1.5742296142161258,True,8.9005020946018796,0.00028099261911589606,1,1,0.71513955788044758,0.99824196564265644
24,[0],8494,0.040613659876561813,True,46.010725135357987,0.0010134553319517446,1,1,0.29249342698976633,0.9999296630023955
25,[0],15446,1.4392180255655578,True,1.8761728462419982,0.00040841556173078247,1,1,0.017155519509470252,0.99921837509728584
26,[0],898,0.21724835037900589,True,1.9753230201853731,0.0018365109769785521,1,1,0.049591409661142623,1.000344081476809
27,[0],1644,7.6664221542311273,True,18.769527955662081,0.003042080240123497,1,1,0.0020007611826314163,1.002141682356765
28,[0],1122,1.6727696751179131,True,123.85998589487745,0.00087126776666212452,1,1,0.040197718266770162,0.9826698896993209
29,[0],1464,6.2969863277701714,True,172.72232870360889,0.00045808261917230328,1,1,0.0067111938279733434,0.98615227159095165
30,[0],1030,0.39365187002657287,True,32.500877050105636,0.00026778372087089808,1,1,0.0016210977875911283,0.99821671936758638
31,[0],4416,15.020692387195501,True,518.46843611430631,0.00055116150862083587,1,1,0.0075711162793939552,0.98758906570250349
32,[0],1402,0.095691344536894943,True,169.0084349567947,0.015674368407768591,1,1,0.047129101233549395,0.98695757315628208
33,[0],796,0.67397946704580769,True,84.738990905449654,0.0014924756685571641,1,1,0.028981520350705395,0.98010583985138999
34,[0],502,4.0982185643911251,True,1066.651760442119,9.4816284407597687e-05,1,1,0.075056690712457741,0.6504337042408227
35,[0],2792,0.077032941987562428,True,155.13343346712014,0.0005646020319403914,1,1,0.026276457954799916,0.98993965655000438
36,[0],1306,3.6528475112389773,True,7.9165913120840692,0.00087842896391104256,1,1,0.0010929224765625311,0.99781491599822847
37,[0],2230,2.8573904858763295,True,1229.3023304825499,0.0042076350385430571,1,1,0.0047979525294026973,0.91693138581419276
38,[0],508,14.769738166585419,True,132.07582286687963,0.00016293129461224313,1,1,0.68389806613769022,0.96528475333662267
39,[0],1220,0.1788095249888578,True,60.056716047996659,0.0010393913770279449,1,1,0.0020148924235583133,0.99413941463333333
40,[0],420,0.1434482198994402,True,599.53132883979151,0.00063070852257889217,1,1,0.072767708473716705,0.76118604697054826
41,[0],3626,5.4757583008496828,True,43.890262134375213,0.00022270967964818932,1,1,0.00075796548397311146,1.0004476363517316
42,[0],154,4.8677872001163678,True,3.1354110543474403,0.00068869455156880994,1,1,0.00038917797980757686,0.9916641243863914
43,[0],542,5.5204969021605566,True,53.846848103490544,0.28884789741064304,1,1,0.00012614213565393843,1.0113601178198195
