,chi,Strang_order,N,beta,periodic,T,upsilon,constrained,sigma,p_dist,gamma,constraints,mean_var_R
0,1.0,0.0,100.0,10.0,True,1.0,0.001,[25 75],1,1,1.0,[ 1 -1],20.137045415953896
