,Strang_order,N,beta,T,upsilon,sigma,p_dist,gamma,mean_var_R
76,0.0,1840.0,0.3908922185118768,35.489437109194995,2.515903067998858e-11,1.0,1.0,0.46273216215555857,0.0021743698848589147
77,0.0,388.0,1.1801363727964578,58.784110148702744,1.6715717968820874e-10,1.0,1.0,0.0874524685516343,3.801127311874095e-06
78,0.0,696.0,1.602226110230285,40.8741511495788,5.752270906371588e-10,1.0,1.0,0.41820682785088414,0.0005775519319559437
79,0.0,1624.0,0.4313647231526032,5.433981786384724,7.881999793198635e-11,1.0,1.0,0.5271934184494002,1.1157867976394653
80,0.0,514.0,0.9504359339850168,0.7810395205533925,2.0384645443294655e-10,1.0,1.0,0.4217904450715072,1.5432183112415017
81,0.0,870.0,0.883901135921217,5.331485755685728,7.444125203998679e-11,1.0,1.0,0.31014892416399387,0.4006767591817304
82,0.0,1250.0,0.7353705889904124,17.624038499212567,8.019495175246554e-11,1.0,1.0,1.367449371763086,0.02379772441638716
83,0.0,814.0,0.4150199665528437,44.113425720940015,7.038262629150762e-11,1.0,1.0,0.44973351403362577,9.777395217858109e-05
84,0.0,1750.0,0.6293044681254963,2.0544425747066835,3.9104456550051494e-10,1.0,1.0,0.7648990948997149,1.334268285030759
85,0.0,2176.0,0.34881642950944547,35.16051008217599,8.838199521098666e-11,1.0,1.0,1.1315400975775187,0.015354490835341312
86,0.0,916.0,0.5835801539277504,82.40350362252542,8.953774911193154e-11,1.0,1.0,0.25335912894766954,1.6367960912939406e-05
87,0.0,1216.0,0.9440367263624418,19.694914138994058,1.5219724819034973e-10,1.0,1.0,2.166715065437388,0.025895884872332037
88,0.0,872.0,0.5395369716194033,6.38026707562759,2.4167582575955875e-11,1.0,1.0,0.5192024378034006,0.09231543040073076
89,0.0,874.0,0.8195102986610275,200.60021312716927,4.788935408455398e-11,1.0,1.0,0.14935148250358132,2.0733214792571728e-07
90,0.0,1642.0,0.5067498314985972,14.452766177272172,1.5844370066665822e-10,1.0,1.0,3.734278584850069,0.24386717353767617
91,0.0,484.0,2.2058365463841936,0.9967185240888761,5.694151598660903e-10,1.0,1.0,0.8197741738912471,1.6216260219997836
92,0.0,778.0,1.041937359515772,2.62301561116205,5.876145314848099e-11,1.0,1.0,0.6878305481367851,1.033827131822335
93,0.0,164.0,2.6198667787854433,25.714195095448,6.64918943101221e-11,1.0,1.0,0.17073396982436007,1.3116072040495457e-06
94,0.0,386.0,8.149321855966047,18.51611260229589,1.000508543944398e-09,1.0,1.0,0.8563627038902899,0.002258408966829073
95,0.0,630.0,0.2758166344997032,25.032187306127827,4.4497838940047067e-10,1.0,1.0,1.6289824750809208,0.0021453956731576356
96,0.0,1638.0,1.3958712051054776,8.900681555130046,1.889134454533258e-10,1.0,1.0,1.8561959053956736,0.8181298325595247
97,0.0,1982.0,1.379355925327328,25.296916134242213,2.985344635928562e-10,1.0,1.0,3.407031480172994,0.11956061405035207
98,0.0,3128.0,0.1120881299456093,1.8971250644796398,1.8211905561664957e-10,1.0,1.0,1.327814751235876,0.8057892150339775
99,0.0,476.0,0.42540113947708774,68.15896123502887,3.2850959293867596e-11,1.0,1.0,2.1376021679059853,9.459536049325437e-07
